20241018,福田区,福田保税区,整租·加福广场华尔登府邸,1室1厅,75.00平米,6350
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,2室2厅,106.48平米,8050
20241018,福田区,福田保税区,合租·帝港海湾豪园,3居室,福田区-福田保税区-帝港海湾豪园,1990
20241018,福田区,福田保税区,整租·帝港海湾豪园,2室1厅,61.12平米,6000
20241018,福田区,福田保税区,合租·福源花园二期,3居室,福田区-福田保税区-福源花园二期,2260
20241018,福田区,福田保税区,整租·自由港湾公寓,1室1厅,26.69平米,3300
20241018,福田区,福田保税区,整租·自由港湾公寓,1室1厅,28.84平米,3300
20241018,福田区,福田保税区,合租·帝港海湾豪园,3居室,福田区-福田保税区-帝港海湾豪园,1760
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,3室2厅,152.69平米,12600
20241018,福田区,福田保税区,合租·帝港海湾豪园,3居室,福田区-福田保税区-帝港海湾豪园,1730
20241018,福田区,福田保税区,整租·朗庭豪园,3室2厅,91.94平米,7000
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,1室0厅,43.79平米,4300
20241018,福田区,福田保税区,合租·福源花园一期,5居室,福田区-福田保税区-福源花园一期,2090
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,1室1厅,43.00平米,4500
20241018,福田区,福田保税区,合租·帝港海湾豪园,3居室,福田区-福田保税区-帝港海湾豪园,1990
20241018,福田区,福田保税区,整租·自由港湾公寓,1室1厅,28.84平米,4000
20241018,福田区,福田保税区,合租·帝港海湾豪园,3居室,福田区-福田保税区-帝港海湾豪园,2530
20241018,福田区,福田保税区,整租·自由港湾公寓,1室0厅,27.00平米,3700
20241018,福田区,福田保税区,合租·宝瑞轩,5居室,7.25平米,1690
20241018,福田区,福田保税区,整租·福保桂花苑,2室2厅,62.00平米,7000
20241018,福田区,福田保税区,合租·帝港海湾豪园,3居室,5.40平米,1630
20241018,福田区,福田保税区,整租·丽港湾,3室2厅,80.81平米,7500
20241018,福田区,福田保税区,合租·宝瑞轩,4居室,6.80平米,1830
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,1室0厅,38.00平米,3800
20241018,福田区,福田保税区,合租·帝港海湾豪园,4居室,11.76平米,2230
20241018,福田区,福田保税区,合租·福源花园二期,3居室,10.40平米,2330
20241018,福田区,福田保税区,合租·朗庭豪园,4居室,6.60平米,1760
20241018,福田区,福田保税区,合租·福源花园一期,4居室,7.80平米,1960
20241018,福田区,福田保税区,独栋·享居公寓,福源花园店,15.00平米,2190
20241018,福田区,福田保税区,独栋·享居公寓,福源花园店,28.00平米,2800
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,2室2厅,108.00平米,8300
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,1室1厅,45.00平米,4800
20241018,福田区,福田保税区,整租·朗庭豪园,3室2厅,92.00平米,7800
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,2室2厅,106.00平米,9300
20241018,福田区,福田保税区,整租·丽港湾,2室2厅,68.00平米,6500
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,1室0厅,42.00平米,4500
20241018,福田区,福田保税区,整租·宝瑞轩,1室1厅,90.00平米,15000
20241018,福田区,福田保税区,整租·城市3米6公寓,2室2厅,53.00平米,5200
20241018,福田区,福田保税区,整租·朗庭豪园,3室2厅,92.00平米,9000
20241018,福田区,福田保税区,整租·圆梦园,3室2厅,141.00平米,15000
20241018,福田区,福田保税区,整租·中信城开红树湾,3室2厅,119.00平米,16800
20241018,福田区,福田保税区,整租·加福广场华尔登府邸,3室2厅,156.00平米,13000
20241018,福田区,福田保税区,整租·天健时尚名苑,2室2厅,54.00平米,7800
20241018,福田区,福田保税区,整租·宝瑞轩,1室1厅,40.00平米,15000
20241018,福田区,福田保税区,整租·丽港湾,3室2厅,81.00平米,8000
20241018,福田区,福田保税区,整租·天健时尚名苑,3室2厅,54.00平米,7600
20241018,福田区,福田保税区,整租·圆梦园,3室2厅,120.00平米,10500
20241018,福田区,福田保税区,整租·福源花园二期,2室2厅,80.00平米,6800
20241018,福田区,福田保税区,整租·城市3米6公寓,1室1厅,47.00平米,5000
20241018,福田区,福田保税区,整租·福源花园一期,3室2厅,117.00平米,9000
20241018,福田区,福田保税区,整租·自由港湾公寓,1室0厅,38.75平米,4500
20241018,福田区,福田保税区,整租·自由港湾公寓,1室0厅,39.38平米,4500
20241018,福田区,福田保税区,整租·自由港湾公寓,1室0厅,26.69平米,3300
20241018,福田区,福田保税区,整租·城市3米6公寓,3室2厅,60.00平米,7000
20241018,福田区,福田保税区,整租·帝港海湾豪园,3室2厅,94.00平米,8000
20241018,福田区,福田保税区,整租·自由港湾公寓,1室0厅,27.00平米,3800
20241018,福田区,福田保税区,整租·福源花园二期,3室2厅,91.00平米,7500
20241018,福田区,福田保税区,整租·福保桂花苑,3室2厅,77.00平米,8000
20241018,福田区,福田保税区,整租·帝涛豪园,3室2厅,92.00平米,8500
20241018,福田区,福田保税区,整租·城市3米6公寓,1室1厅,150.00平米,12600
