20241104,南山区,大学城,整租·宝能华府,3室2厅,87.00平米,8000
20241104,南山区,大学城,整租·宝能华府,4室2厅,89.00平米,8600
20241104,南山区,大学城,整租·深铁阅山境花园,3室2厅,100.00平米,8700
20241104,南山区,大学城,整租·兴园居,4室2厅,106.00平米,7200
20241104,南山区,大学城,整租·宝能华府,3室2厅,88.74平米,7900
20241104,南山区,大学城,整租·塘朗城广场东区,4室2厅,140.86平米,10300
20241104,南山区,大学城,整租·塘朗城,1室0厅,31.67平米,4944
20241104,南山区,大学城,整租·深铁阅山境花园,3室2厅,100.00平米,9300
20241104,南山区,大学城,整租·京基御景峯,2室1厅,60.00平米,6000
20241104,南山区,大学城,整租·深铁阅山境花园,2室1厅,80.46平米,8000
20241104,南山区,大学城,整租·水木丹华,3室2厅,86.74平米,7800
20241104,南山区,大学城,整租·京基御景峯,3室2厅,90.00平米,7800
20241104,南山区,大学城,整租·华晖云门,2室1厅,75.00平米,8000
20241104,南山区,大学城,整租·学城绿园,4室2厅,93.00平米,6500
20241104,南山区,大学城,整租·京基御景峯,3室2厅,110.00平米,8500
20241104,南山区,大学城,整租·京基御景峯,4室2厅,147.00平米,12500
20241104,南山区,大学城,合租·京基御景峯,3居室,20.00平米,3300
20241104,南山区,大学城,整租·京基御景峯,3室2厅,90.23平米,7500
20241104,南山区,大学城,独栋·华润置地·有巢公寓,万科云城店,23.00平米,2392-2477
20241104,南山区,大学城,独栋·华润置地·有巢公寓,留仙洞店,34.00-35.00平米,2972-3075
20241104,南山区,大学城,独栋·华润置地·有巢公寓,TCL国际E城店,27.00平米,2562-2734
20241104,南山区,大学城,独栋·泊寓,南山大学城地铁站店,17.00-21.00平米,1598-2398
20241104,南山区,大学城,独栋·华润置地·有巢公寓,TCL国际E城店,35.00平米,2819-3075
20241104,南山区,大学城,独栋·泊寓,西丽大学城店6,23.48平米,1858
20241104,南山区,大学城,独栋·泊寓,南山大学城地铁站店,20.00-25.00平米,1898-2658
20241104,南山区,大学城,独栋·泊寓,西丽大学城店2,6间在租,1458-2058
20241104,南山区,大学城,独栋·泊寓,南山大学城地铁站店,22.00-26.00平米,2298-2858
20241104,南山区,大学城,合租·远洋天著华府,4居室,11.80平米,3930
20241104,南山区,大学城,独栋·泊寓,西丽大学城店3,14.00-32.00平米,1450-2158
20241104,南山区,大学城,独栋·泊寓,西丽大学城店,19.00平米,1789
