20241114,南山区,前海,整租·星海名城五期,1室1厅,35.00平米,5000
20241114,南山区,前海,整租·前海润峯府,4室2厅,152.00平米,23000
20241114,南山区,前海,整租·阳光棕榈园一期,3室2厅,107.10平米,8300
20241114,南山区,前海,整租·中海阳光玫瑰园,3室2厅,77.00平米,7300
20241114,南山区,前海,整租·诺德假日花园,2室1厅,50.00平米,5600
20241114,南山区,前海,整租·佳兆业前海广场二期,3室1厅,77.00平米,7800
20241114,南山区,前海,整租·荔庭园,2室2厅,75.00平米,8000
20241114,南山区,前海,整租·月亮湾花园,4室2厅,138.00平米,9000
20241114,南山区,前海,整租·海王小区,4室2厅,150.19平米,8000
20241114,南山区,前海,整租·星海名城六期,3室2厅,137.20平米,12500
20241114,南山区,前海,整租·中海阳光玫瑰园,3室2厅,76.00平米,8000
20241114,南山区,前海,整租·香格名苑,3室2厅,89.00平米,7400
20241114,南山区,前海,整租·阳光棕榈园三期,3室2厅,105.70平米,8200
20241114,南山区,前海,整租·鼎太风华四期,4室2厅,145.45平米,13000
20241114,南山区,前海,整租·泛海拉菲花园,2室2厅,73.06平米,7500
20241114,南山区,前海,整租·香格名苑,4室2厅,148.00平米,14000
20241114,南山区,前海,整租·星海名城一期三组团,2室2厅,70.82平米,6600
20241114,南山区,前海,整租·前海花园,2室2厅,75.00平米,6500
20241114,南山区,前海,整租·鼎太风华五期,2室2厅,85.00平米,8500
20241114,南山区,前海,合租·恒立心海湾花园,3居室,18.00平米,2600
20241114,南山区,前海,整租·月亮湾山庄,5室2厅,259.00平米,22000
20241114,南山区,前海,整租·星海名城六期,4室2厅,165.00平米,15000
20241114,南山区,前海,整租·颐湾府,3室2厅,120.00平米,12000
20241114,南山区,前海,整租·港湾生活小区,3室2厅,93.00平米,6200
20241114,南山区,前海,整租·铭筑,3室2厅,85.00平米,9500
20241114,南山区,前海,整租·前海花园,3室2厅,92.00平米,7500
20241114,南山区,前海,整租·泛海城市广场,2室1厅,54.00平米,5600
20241114,南山区,前海,整租·山海翠庐,3室2厅,96.00平米,8500
20241114,南山区,前海,整租·港湾生活小区,4室2厅,85.00平米,8800
20241114,南山区,前海,整租·前海润峯府,4室2厅,150.00平米,23900
