20241009,龙华区,石岩,整租·宏发世纪城二期,4室2厅,88.00平米,5500
20241009,龙华区,石岩,整租·宏发世纪城一期,3室2厅,91.44平米,5300
20241009,龙华区,石岩,独栋·安居乐寓,罗租桥头岭二店,10间在租,888-1024
20241009,龙华区,石岩,整租·宏发世纪城二期,3室2厅,89.00平米,5780
20241009,龙华区,石岩,独栋·安居乐寓,罗租老村一店,13.04平米,847-861
20241009,龙华区,石岩,整租·汇邦名都花园,2室2厅,70.00平米,4300
20241009,龙华区,石岩,整租·宏发世纪城二期,3室2厅,88.00平米,5800
20241009,龙华区,石岩,独栋·可寓公寓,石岩店,35.00平米,1680
20241009,龙华区,石岩,整租·汇邦名都花园,1室0厅,33.00平米,2415
20241009,龙华区,石岩,独栋·国全居公寓,罗租店,20.00平米,850-1000
20241009,龙华区,石岩,整租·宝珺园,3室2厅,77.00平米,4500
20241009,龙华区,石岩,整租·宏发世纪城一期,3室2厅,73.76平米,4600
20241009,龙华区,石岩,独栋·安居乐寓,罗租老村一店,20.00平米,1142
20241009,龙华区,石岩,整租·汇邦名都花园,1室1厅,34.00平米,2500
20241009,龙华区,石岩,独栋·安居乐寓,罗租下新村一店,6间在租,855-971
20241009,龙华区,石岩,整租·宏发世纪城二期,3室2厅,88.00平米,5300
20241009,龙华区,石岩,独栋·安居乐寓,罗租中新村一店,14.60平米,921-947
20241009,龙华区,石岩,整租·宏发世纪城一期,3室2厅,75.00平米,5000
20241009,龙华区,石岩,独栋·安居乐寓,罗租桥头岭二店,11.17平米,732
20241009,龙华区,石岩,整租·宏发世纪城二期,4室2厅,88.39平米,5000
20241009,龙华区,石岩,独栋·安居乐寓,罗租中新村一店,7间在租,922-1033
20241009,龙华区,石岩,整租·汇邦名都花园,3室1厅,64.93平米,5300
20241009,龙华区,石岩,独栋·创新谷公寓,旗舰店,43.00平米,2979-3283
20241009,龙华区,石岩,整租·汇邦名都花园,3室2厅,69.31平米,5300
20241009,龙华区,石岩,独栋·安居乐寓,罗租中新村一店,15.70平米,1017-1033
20241009,龙华区,石岩,独栋·安居乐寓,应人石店（1）,32.50平米,2188
20241009,龙华区,石岩,独栋·安居乐寓,应人石店（1）,32.50平米,2341
20241009,龙华区,石岩,独栋·安居乐寓,罗租中新村一店,16.06平米,1019-1071
20241009,龙华区,石岩,独栋·安居乐寓,罗租中新村一店,13.00平米,1041
20241009,龙华区,石岩,独栋·安居乐寓,罗租桥头岭一店,35.00平米,1521
20241009,龙华区,石岩,独栋·安居乐寓,罗租下新村一店,16.00平米,1224-1239
20241009,龙华区,石岩,独栋·安居乐寓,罗租下新村一店,14.30平米,1155-1170
20241009,龙华区,石岩,独栋·安居乐寓,罗租桥头岭二店,10间在租,948-1093
20241009,龙华区,石岩,独栋·安居乐寓,罗租桥头岭二店,10间在租,901-1204
