20241121,赤湾琅玥湾佳园,71000,750-1400(万/套)
20241121,前海未来城,38000,275-503(万/套)
20241121,星辉兰玉庭,价格待定,0
20241121,鸿荣源珈誉府2区,51080,306-673(万/套)
20241121,凌云华府,73000,542-1000(万/套)
20241121,鸿荣源壹成中心十区,71840,550-687(万/套)
20241121,珑门壹品花园,28600,204-368(万/套)
20241121,臻著雅居,73283,557-608(万/套)
20241121,东海国际公寓,130000,1081-4261(万/套)
20241121,绿景天玺湾项目,价格待定,0
20241121,盛意家园,价格待定,0
20241121,御品峦山花园,价格待定,0
20241121,松茂御城,42000,352.8-373.8(万/套)
20241121,百分百创意广场,价格待定,0
20241121,联泰梅沙湾,价格待定,0
20241121,花样年家天下,37000,290(万/套)
20241121,龙胜尚府,价格待定,0
20241121,悦千山雅园,45000,270-390(万/套)
20241121,万福花园,69800,543-946(万/套)
20241121,半山悦海花园,52400,430-921(万/套)
20241121,启迪协信科技园,34000,109-190(万/套)
20241121,德弘天下华府,98000,710-800(万/套)
20241121,宝树台,68000,335-415(万/套)
20241121,信达金尊府,40000,394.8-600(万/套)
20241121,泰华海逸世家,价格待定,0
20241121,蓝郡左岸,75000,1200(万/套)
20241121,颐安·都会中央3期,55100,450-640(万/套)
20241121,中洲湾迎海,93500,700-3000(万/套)
20241121,唐商前海双悦,38000,210-380(万/套)
20241121,深圳湾公馆,240000,2300-3600(万/套)
20241121,合泰御景翠峰,56000,483-1388(万/套)
20241121,润科华府,56000,280-350(万/套)
20241121,深业中城,105000,806(万/套)
20241121,京基御景峯,50000,470-1400(万/套)
20241121,和谷山汇城,26000,582-629(万/套)
20241121,和谷山汇城,25000,132-337(万/套)
20241121,蓝郡公馆,53000,275-685(万/套)
20241121,深物业金领,90000,606(万/套)
20241121,佳兆业E立方,价格待定,0
20241121,天健天骄北庐,150000,3990-5100(万/套)
20241121,世茂广场,32000,108(万/套)
20241121,太子湾. 湾玺,90000,2400-4300(万/套)
20241121,汇邦名都花园,33000,109-260(万/套)
20241121,深城投&中城AIO,价格待定,0
20241121,岗厦天元花园,价格待定,0
20241121,福城·前海新纪元,价格待定,0
20241121,华联城市中心,68000,220-430(万/套)
20241121,华联城市中心,63000,9000(万/套)
20241121,水贝珠宝总部大厦,55000,775(万/套)
20241121,德弘基·碧桂园·前海荟,价格待定,0
20241121,岗厦天元花园,150000,5745-5895(万/套)
20241121,颐安都会中央五期,56000,445-765(万/套)
20241121,满京华云曦花园,29000,218-330(万/套)
20241121,贝悦汇大厦,54000,175-310(万/套)
20241121,万科星城,32000,5800(万/套)
20241121,玖裕茗院,价格待定,0
20241121,岁宝国展中心,价格待定,0
20241121,东方凤雅名苑,90000,1350-1700(万/套)
20241121,玺悦台,35000,360-440(万/套)
20241121,富通九曜公馆,125000,4500(万/套)
20241121,创智产业中心,价格待定,0
20241121,龙湖上城大厦,价格待定,0
20241121,合景同创·臻林天汇,148000,771-1934(万/套)
20241121,兆鑫汇金广场,45000,590-4500(万/套)
20241121,湾景时代公馆,41000,80-210(万/套)
20241121,深圳·国际影视文化城,价格待定,0
20241121,中国华润大厦,价格待定,0
20241121,朗峻广场,33000,128-325(万/套)
20241121,宏发商业广场,价格待定,0
20241121,君成世界湾,43000,140(万/套)
20241121,会展湾东城,37000,223-900(万/套)
20241121,中信城开红树湾,99000,1324-1647(万/套)
20241121,山海四季城Ⅱ华府,57000,510-610(万/套)
20241121,珑湾时代公寓,44000,135-190(万/套)
