20240928,福田区,梅林,整租·翰岭院,1室0厅,24.95平米,3811
20240928,福田区,梅林,整租·先科花园,1室1厅,39.00平米,3811
20240928,福田区,梅林,独栋·安居乐寓,梅林店（上梅林新村3）,39.14平米,4923
20240928,福田区,梅林,整租·颐林雅院,2室2厅,82.63平米,6077
20240928,福田区,梅林,独栋·安居乐寓,梅林店,16.80平米,2250
20240928,福田区,梅林,整租·凯丰花园二期,1室0厅,30.00平米,3800
20240928,福田区,梅林,整租·梅兴苑,1室1厅,41.00平米,3500
20240928,福田区,梅林,独栋·金地草莓社区,梅林5店,20.00平米,1980
20240928,福田区,梅林,整租·尚书苑,3室2厅,85.26平米,8000
20240928,福田区,梅林,独栋·安居乐寓,梅林店（上梅林新村3）,17.54平米,1810-2385
20240928,福田区,梅林,整租·锦林新居,4室2厅,101.41平米,6800
20240928,福田区,梅林,整租·皇庭世茂裕玺,1室1厅,44.30平米,6300
20240928,福田区,梅林,独栋·安居乐寓,梅林店,30.24平米,3800
20240928,福田区,梅林,整租·凯丰花园一期,3室2厅,89.00平米,7800
20240928,福田区,梅林,独栋·HALOHOME,上梅林地铁店,52.00平米,6480
20240928,福田区,梅林,整租·万泽云顶香蜜湖,4室2厅,178.00平米,22000
20240928,福田区,梅林,独栋·安居乐寓,梅林店,24.53平米,1880
20240928,福田区,梅林,整租·颐林雅院,3室1厅,118.00平米,11000
20240928,福田区,梅林,独栋·安居乐寓,梅林店（上梅林新村3）,28.66平米,3015-3330
20240928,福田区,梅林,整租·梅林苑,3室2厅,90.00平米,5200
20240928,福田区,梅林,独栋·安居乐寓,梅林店,21.84平米,1716
20240928,福田区,梅林,整租·合正逸园,3室2厅,88.00平米,7500
20240928,福田区,梅林,独栋·安居乐寓,梅林店（上梅林新村3）,29.45平米,2457
20240928,福田区,梅林,整租·金梅花园,3室2厅,80.00平米,5000
20240928,福田区,梅林,独栋·安居乐寓,梅林店,35.62平米,2847-2964
20240928,福田区,梅林,独栋·安居乐寓,梅林店（上梅林新村3）,27.44平米,2635-2835
20240928,福田区,梅林,独栋·安居乐寓,梅林店（上梅林新村3）,20.86平米,2547-2745
20240928,福田区,梅林,独栋·安居乐寓,梅林店,28.76-29.10平米,3460-3780
20240928,福田区,梅林,独栋·安居乐寓,梅林店（上梅林新村3）,17.54平米,1810-2385
20240928,福田区,梅林,独栋·安居乐寓,梅林店（上梅林新村3）,21.39平米,2253-2295
20240928,福田区,梅林,独栋·安居乐寓,梅林店,6间在租,2730-2886
20240928,福田区,梅林,独栋·安居乐寓,梅林店,22.98平米,1919-2051
