20241024,宝安区,航城,整租·中信领航,4室2厅,89.00平米,6000
20241024,宝安区,航城,整租·天福华府,3室2厅,87.77平米,5900
20241024,宝安区,航城,整租·兴达华府,2室1厅,53.00平米,3850
20241024,宝安区,航城,整租·兴达华府,1室0厅,21.19平米,2100
20241024,宝安区,航城,整租·兴达华府,1室1厅,32.00平米,2800
20241024,宝安区,航城,整租·领航城领秀花园,3室1厅,89.90平米,5300
20241024,宝安区,航城,整租·中信领航,2室1厅,37.00平米,3200
20241024,宝安区,航城,整租·中信领航,4室2厅,89.00平米,6000
20241024,宝安区,航城,整租·领航城领丽花园,3室2厅,89.00平米,6800
20241024,宝安区,航城,整租·中信领航,4室2厅,89.46平米,5800
20241024,宝安区,航城,整租·兴达华府,2室1厅,51.03平米,3900
20241024,宝安区,航城,整租·中信领航,3室2厅,83.16平米,5500
20241024,宝安区,航城,整租·中信领航,1室1厅,37.00平米,3100
20241024,宝安区,航城,整租·中信领航,2室2厅,65.00平米,4900
20241024,宝安区,航城,整租·领航城领翔华府,3室2厅,86.00平米,5800
20241024,宝安区,航城,整租·领航城领秀花园,2室1厅,52.00平米,4500
20241024,宝安区,航城,整租·领航城领翔华府,3室2厅,85.00平米,5800
20241024,宝安区,航城,整租·雅乐居,2室2厅,42.00平米,3500
20241024,宝安区,航城,整租·天福华府,4室2厅,88.00平米,5800
20241024,宝安区,航城,整租·领航城领尚华府,1室1厅,52.00平米,4500
20241024,宝安区,航城,整租·兴围华府,2室2厅,66.05平米,4900
20241024,宝安区,航城,整租·领航城领翔华府,3室2厅,85.00平米,5800
20241024,宝安区,航城,整租·满京华云晓公馆,2室2厅,73.64平米,5300
20241024,宝安区,航城,整租·兴达华府,3室2厅,128.00平米,5500
20241024,宝安区,航城,整租·雅乐居,2室1厅,41.70平米,3800
20241024,宝安区,航城,整租·兴达华府,2室1厅,52.00平米,4000
20241024,宝安区,航城,整租·领航城领尚华府,1室1厅,52.00平米,4500
20241024,宝安区,航城,整租·兴围华府,3室2厅,94.00平米,5800
20241024,宝安区,航城,整租·兴达华府,2室1厅,53.00平米,3900
20241024,宝安区,航城,整租·领航城领秀花园,1室1厅,52.00平米,4400
